
"
"광천읍 담산리 882-13",
"광천읍 충서로469번길 50-3",
"광천읍 옹암1길 31",
"광천읍 내죽1길 25-7",
"광천읍 벽계1길 84",
"광천읍 오서길54번길 53",
"광천읍 충서로545번길 74-17",
"광천읍 광천로359번길 32-9",
"광천읍 홍남동로126번길 70",
"광천읍 홍남로744번길 14",
"광천읍 홍남로687번길 67-1",
"광천읍 월림1길 20-4",
"광천읍 광금남로63번길 175",
"광천읍 담산길 13",
"광천읍 광금남로123번길 16",
"광천읍 상정리 744-2",
"광천읍 광천로386번길 10",
"광천읍 오서길62번길 45",
"광천읍 충서로523번길 27-24",
"광천읍 매현1길 2",
"광천읍 담산길 13",
"홍북읍 석택리 387-13",
"홍북읍 내덕리 591-2",
"홍북읍 내덕리 91-2",
"홍북읍 상하리 564-18",
"홍북읍 신경리 1204",
"홍북읍 봉신리 57-15",
"홍북읍 대인리 287",
"홍북읍 신경리 1369",
"홍북읍 내덕리 52-1",
"홍북읍 중계리 205-7",
"홍북읍 중계리 742-4",
"홍북읍 용산리 133-7",
"홍북읍 신정리 19-1",
"홍북읍 봉신리 266-46",
"홍북읍 상하리 174-6",
"홍북읍 내용길 270",
"금마면 봉수산로676번길 2-31",
"금마면 죽림리 산 43",
"금마면 덕정리 782",
"금마면 봉수산로418번길 91",
"금마면 부평리 25-5",
"금마면 홍양길 518",
"금마면 홍양길 311-11",
"금마면 충서로1910번길 29",
"금마면 금마로26번길 16",
"금마면 금마로436번길 29",
"금마면 홍양길79번길 29",
"금마면 금북로126번길 70",
"금마면 가산리 213-1",
"금마면 덕정리 249",
"홍동면 홍장남로582번길 10",
"홍동면 광금남로572번길 11",
"홍동면 월현3길 115",
"홍동면 월현2길 21",
"홍동면 원천1길 61",
"홍동면 충서로726번길 347-17",
"홍동면 광금남로446번길 61",
"홍동면 홍남동로183번길 326",
"홍동면 홍원리 245-1",
"홍동면 광금남로498번길 89",
"홍동면 홍남동로183번길398",
"홍동면 문당길 142",
"홍동면 문당리 757",
"홍동면 금평1길 69",
"홍동면 홍동길 197",
"홍동면 홍동길 66",
"홍동면 광금남로 787-13",
"홍동면 광금남로699번길 58",
"홍동면 팔괘리 876",
"홍동면 광금남로572번길 11",
"홍동면 신기리 564-6",
"홍동면 광금북로17번길 47",
"홍동면 충절로501번길 58",
"홍동면 광금북로114번길 59-29",
"홍동면 광금북로114번길 144",
"홍동면 광금북로114번길 248-31",
"홍동면 금당리 688-1",
"홍동면 금당리 385-5",
"홍동면 금당리 508-1",
"홍동면 효학리 238",
"홍동면 효학리 161-1",
"홍동면 대영리 193-3",
"홍동면 대영리 51-1",
"홍동면 금당리 243-9",
"홍동면 팔괘리 287-1",
"장곡면 홍남동로650번길 66",
"장곡면 장곡길416번길 21",
"장곡면 홍장남로144번길 144",
"장곡면 장곡318번길 163/ 장곡길434번길 102-3",
"장곡면 오성1길 30",
"장곡면 장곡길 717-20",
"장곡면 무한로 987",
"장곡면 장곡동길 277",
"장곡면 홍장남로101번길 48",
"장곡면 홍장남로272번길 58-34",
"장곡면 무한로1181번길 35-4",
"장곡면  홍남동로713번길 190",
"장곡면 장곡길 520-4",
"장곡면 장곡길534번길 49",
"장곡면 무한로 1043-24",
"장곡면 무한로749번길 66",
"장곡면 홍남동로357번길 15-1",
"장곡면 홍남동로357번길 223",
"장곡면 홍남동로474번길 120-1",
"장곡면 무한로 1379",
"장곡면 장곡길92번길 22",
"장곡면 홍남동로352번길 14",
"장곡면 장곡동길 97",
"장곡면 상송리 62",
"장곡면 화계리 568-45",
"은하면 은하로129번길 298",
"은하면 은하로129번길 174",
"은하면 홍남로192번길 60",
"은하면 목현리 478-4외 1",
"은하면 대판리 127-69",
"은하면 홍남로229번길 30",
"은하면 홍남도231번길 115",
"은하면 금국리 357",
"은하면 은하로406번길 11",
"은하면 은하로129번길 76",
"은하면 은하로406번길 156",
"은하면 구성남서310번길 1580-4",
"은하면 은하로81번길 35",
"은하면 은하로404번길 91",
"은하면 은하로560번길 17",
"은하면 홍남로22번길 131-89",
"은하면 홍남로229번길 198",
"결성면 백야로138번길 6",
"결성면 만해로435번길 53-4",
"결성면 형산1길 22",
"결성면 홍남서로843번길 160",
"결성면 구성남로 27",
"결성면 산업로248번길 5",
"결성면 구성남로 55 2단",
"결성면 만해로14번길 115",
"결성면 구성남로219번길 18",
"결성면 만해로 169-36",
"결성면 성남길29번길 150",
"결성면 와룡로174번길 13",
"결성면 용호리 507-23",
"결성면 만해로115번길 36",
"결성면 만해로230번길 97",
"결성면 만해로230번길 97",
"결성면 산업로248번길 5",
"결성면 성남길 119",
"결성면 산업로 388",
"결성면 만해로497번길 46",
"결성면 성호길 233번길 6",
"결성면 홍남서로817번길 55",
"결성면 홍남서로510번길 146-31",
"결성면 성호길 43",
"결성면 읍내리 570-5",
"서부면 남당리 859-2",
"서부면 상호길5번길 6-1",
"서부면 홍보로 1525",
"서부면 서부로 194",
"서부면 홍남서로375번길 9",
"서부면 홍남서로285번길 20",
"서부면 와룔로72번길 102",
"서부면 남당항로 689",
"서부면 남당항로140번길",
"서부면 임해로 315",
"서부면 거차1길 10",
"서부면 서부서길 183",
"서부면 광리 188-3",
"서부면 궁리 521-6",
"서부면 광리 385-11",
"갈산면 갈산서길55번길 17-1",
"갈산면 동성리 355-8",
"갈산면 취생리 97-1",
"갈산면 동성리 39-1",
"갈산면 부기리 819",
"갈산면 백야로 347번길 88",
"갈산면 수덕사로317번길 131",
"갈산면 기산리 196-1",
"갈산면 운곡2길 14",
"갈산면 내포로 1628-11",
"갈산면 수덕사로324번길 56",
"갈산면 기산리 35-8",
"갈산면 백야로314번길 57",
"갈산면 백야로 390",
"갈산면 부기리 93",
"갈산면 동산1길 3",
"갈산면 내갈리 499",
"갈산면 쌍천리 349",
"갈산면 가곡리 380-1",
"갈산면 갈오리 43",
"갈산면 갈산로150번길 84-9",
"갈산면 내포로1390번길 99",
"갈산면 가곡리 81-1",
"갈산면 부기리 93",
"갈산면 부기리 201-2",
"갈산면 대사1길 52",
"갈산면 갈산로121번길 8",
"구항면 지정리 897",
"구항면 장양리 602-3",
"구항면 내현리 516-6",
"구항면 내현리 210-7",
"구항면 신곡리 674",
"구항면 남산리 123-1",
"구항면 신곡리 690",
"구항면 내현리 64-2",
"구항면 청광리 460-2",
"구항면 마온리 197-1",
"구항면 장양리 604-4",
"구항면 오봉리 658-1",
"구항면 마온리 5-10",
"구항면 지정리 469-2",
"구항면 공리저수지",
"구항면 마온아파"
